ts_server,prolific_pid,study_id,session_id,index,total,prev_image,current_image,description_a,description_b,model_position,choice,confidence,comments,ua
2025-11-17T04:08:25.523Z,,,,33,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000298.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000299.jpg,"""Two users are partially seen standing near the robot interacting with it. The hallway is clear with no obstacles. The environment has large windows and a reception desk. The space is safe for navigating and demonstration.""","""Lobby scene: the robot guide-dog platform is left of frame and a person stands nearby holding a phone. No elevator or call/floor buttons are visible. Across frames the user and robot remain in roughly the same positions (minor shifts), indicating the elevator interaction has not started. Wires/cables around the robot on the floor present a small trip hazard; otherwise the area is clear with another person present nearby.""",B,A,57,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:08:28.312Z,,,,41,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000161.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000162.jpg,"""Robot has moved up to the doorway and is positioned at the threshold while the door is slightly ajar (opening). The human is at the threshold/just outside the doorway (one foot visible) and appears to be gesturing; no button press is visible. Progression: approach and wait phases completed, now actively entering. Cables and exposed electronics on the robot and the narrow clearance at the door present minor trip/collision risk. Other people present in the scene (human guiding/observing).""","""Dog and user are right in front of the door. The dog seems to have successfully opened the door, as it is open.""",A,Neither,83,I don't see a dog as described in B and the robot is not positioned at the threshold as described in A,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:08:28.701Z,,,,31,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000063.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000064.jpg,"""User and robot guide dog are approaching the elevator area from a hallway; elevator doors are closed, no button interaction yet, task in early approach phase.""","""The robot is placed in a hallway facing restroom doors, probably to guide the user to the restrooms. The robot is alongside a real guide dog. The robot appears stationary and aligned with the path, equipped with sensors and mounted components for navigation. The environment is clean and unobstructed.""",A,B,90,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:08:36.503Z,,,,34,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000307.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000308.jpg,"""The handler appears to be on the right of the robotic dog with only their shoes visable. The robotic dogs task appears to be walking down the corridor. The robotic dog is walking on a trajectory free from hazards and obstructions, howver appears to be drifting.""","""Robot is parked near the left side of a lobby area and two people (one holding a device) are standing nearby. No elevator doors or call buttons are visible and there is no button interaction. The user and robot appear positioned in front of the lobby/entrance area but have not begun calling or entering an elevator. Environment is clear and there are other people present, so continue by locating the call button and guiding the user to press it.""",B,A,53,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:08:44.248Z,,,,32,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000064.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000065.jpg,"""Robot and guide dog are approaching the elevator area; user is being guided toward the elevator doors which are currently closed, indicating the start of the elevator interaction task.""","""Robot is at the start of the middle of a room with toilets in front of the robot. There is a dog next to the robot on the left.""",A,B,71,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:08:53.625Z,,,,35,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000314.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000315.jpg,"""Two users are partially seen standing near the robot; this depicts a live demonstration or test. The environment is clear with no visible obstacles indicating a safe setting for robotic navigation.""","""Robot is stationary at lower-left of frame; two people are standing near the center-right of a lobby area. No elevator doors or call panel are visible and no button interaction is occurring. From previous frames there is little movement — user(s) appear positioned near the lobby/entrance and likely preparing or discussing next steps. The elevator interaction has not yet begun (no call, entry, or floor selection detected).""",B,B,50,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:08:57.719Z,,,,42,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000172.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000173.jpg,"""Robot has driven up to and is partially through the wooden doorway/threshold. The user (camera viewpoint and visible shoe) is immediately behind the robot and appears to be entering as well. Compared with earlier frames the robot moved forward toward the door and the door is now open; no call/floor-button interaction is visible. A dog/other person and a cart are visible beyond the threshold, and the robot has exposed wiring and low components — potential trip/collision hazards as the team enters. The elevator journey is in the entering phase (not yet completed).""","""There is no user shown. Robot is stationary and facing towards the dog.""",A,B,92,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:09:11.777Z,,,,33,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000088.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000089.jpg,"""The robot is being handled by a person and is heading towards a door which is slightly open. To the right there is a man walking away and there is a yellow hazard sign in the middle of the corridor.""","""User and robot guide dog are approaching the elevator area; user is walking alongside the robot, which is guiding toward the elevator doors in a clear hallway.""",B,A,90,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:09:11.836Z,,,,36,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000348.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000349.jpg,"""Robot and two people are standing in a lobby area near the building entrance; no elevator or call panel is visible. The user(s) are stationary next to the robot (positioned), not pressing any buttons. The robot appears to be in a guiding/assisting posture. Exposed cables and the robot's low profile near people's feet present a minor trip/obstruction hazard. No elevator-door state or floor selection activity is observed; the elevator journey has not begun.""","""The robot is not pursuing a straight path, there are obstacles in the way, there is no visible user. A man stands in the way ,it is a large area seemly empty ahead but people to the right.""",A,A,51,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:09:22.714Z,,,,34,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000101.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000102.jpg,"""user is holding robot. His feet are visible. robot is stationary.""","""User and robot guide dog are approaching the elevator area; user is visible in frame, robot is positioned to assist with navigation toward the elevator call button.""",B,A,94,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:09:23.454Z,,,,43,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000005.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000006.jpg,"""User is inside a room holding a remote controller with the robot directly ahead. No elevator or elevator controls are visible. Across previous frames the robot moved from a tiled corridor area toward an interior room; the elevator interaction has not begun (no call or floor buttons pressed). Other people are present in the room.""","""Users hands in front controlling the robot. Robot is on the middle of the room. Users feet to the left.""",A,A,84,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:09:30.991Z,,,,37,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000354.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000355.jpg,"""Robot is facing the elevator. Women is entering the lift in front and a user is crouched to the left looking down at the robot.""","""Elevator doors are open and a person is stepping into the car while another crouches by the robot at the threshold. The robot is positioned just outside the elevator and appears to be adjusted/assisted. Floor selection has not yet occurred. Cables and robot limbs near the doorway present a minor trip/hazard risk; close coordination is needed to bring the robot inside and press the floor button safely.""",B,A,49,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:09:39.413Z,,,,35,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000110.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000111.jpg,"""User and robot are approaching the elevator area; user is visible near the robot, preparing to interact with the elevator system.""","""Robot is in entering a room in the middle. User feet are too the left.""",A,B,83,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:09:44.454Z,,,,44,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000023.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000024.jpg,"""Robot is facing the door. Users hand can be seen controlling the robot. Users feet to the left.""","""User (holding a remote) and the robot are inside a small room facing closed double wooden doors. Compared with earlier frames (where the robot was in a tiled corridor near an open doorway), the robot has been brought into this interior space and is now positioned at the door threshold. No call or floor buttons are being located or pressed in this frame, and no elevator car or open elevator doors are visible — the doors in view are closed. The scene appears clear and not crowded (another person is partially visible), so the interaction is still in the approach/positioning stage prior to calling or entering an elevator.""",B,B,79,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:09:46.155Z,,,,38,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000358.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000359.jpg,"""The robot is stationary near a wall with a fire extinguisher; near it there's a user whose feet are the only body parts visible. There's another user inside a lift, and another one is standing in the hallway near the staircase. The robot is properly aligned with the path and appears paused for observational purposes with no visible hazards or misalignment.""","""Elevator doors are open and at floor. The robot is positioned at the elevator threshold guiding the user; people are standing/entering the elevator. No visible button press in this frame; user is in the process of entering. Minor safety concerns: cables and people near doorway could impede smooth entry.""",B,A,54,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:09:58.730Z,,,,39,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000374.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000375.jpg,"""Robot guide-dog platform is positioned in front of the elevator doors (which are closed and at the floor). Several people are standing nearby; one person was previously in the elevator in earlier frames but the car is now empty and doors closed. No call/floor button press is visible in this frame and the user/robot have not entered. Visible wiring and equipment around the robot create a tripping/obstruction hazard. The journey is not complete — the next steps are to ensure the elevator is called (if needed), wait safely for doors to open, enter, select the floor, ride and exit.""","""Robot is facing the elevator and stairs. User crouched on the left with laptop. Another users feet by stairs.""",A,B,43,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:10:14.380Z,,,,45,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000033.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000034.jpg,"""Robot and guide-user are positioned directly in front of a closed set of doors with the elevator call panel visible on the right wall. The operator's arm/hand is raised toward the door area (appears to be locating/attempting the call button). Doors remain closed and elevator has not arrived yet. Another person stands to the left; area is clear and no immediate hazards are visible.""","""Robot is upright in a hospital 1 metre from a door. The door is closed blocking the robot's access to the adjacent room. User appears to have no visible hold of the robot.""",A,B,90,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:10:19.280Z,,,,36,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000114.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000115.jpg,"""handle is standing to the left of robot. Bottom of door is visible. Robot is in front of door with no visible obtentions.""","""User and robot are approaching the elevator; user is extending arm toward call button area while robot guides alongside. Elevator doors remain closed, indicating task is in early approach phase.""",B,A,53,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:10:24.435Z,,,,40,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000406.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000407.jpg,"""Robot and user have moved from the lobby into the elevator. Doors are open and the robot is inside the car while the user’s hand holds the controller. People were present in earlier frames; the elevator is at the origin floor and the next step is selecting the destination button. Minor safety concerns visible in earlier frames (cables, devices on floor) though inside the elevator the immediate space appears clear.""","""robot is in elevator. user is behind robot with only his hands and user visible. there are no abstractions in robots path.""",A,B,48,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:10:31.251Z,,,,37,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000114.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000115.jpg,"""The dog and the user are near the door, with the user on right. There are no hazards visible.""","""User and robot are approaching the elevator; user is extending arm toward call button area while robot guides alongside. Elevator doors remain closed, indicating task is in early approach phase.""",B,A,67,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:10:35.472Z,,,,41,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000406.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000407.jpg,"""User's hands are visible and is guiding the dog into the elevator, who is complying. No hazards.""","""Robot and user have moved from the lobby into the elevator. Doors are open and the robot is inside the car while the user’s hand holds the controller. People were present in earlier frames; the elevator is at the origin floor and the next step is selecting the destination button. Minor safety concerns visible in earlier frames (cables, devices on floor) though inside the elevator the immediate space appears clear.""",B,A,51,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:10:40.006Z,,,,46,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000033.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000034.jpg,"""Robot and guide-user are positioned directly in front of a closed set of doors with the elevator call panel visible on the right wall. The operator's arm/hand is raised toward the door area (appears to be locating/attempting the call button). Doors remain closed and elevator has not arrived yet. Another person stands to the left; area is clear and no immediate hazards are visible.""","""handle is in room with only legs and feet visible. Robot is in room to the right side of door. Bottom of door is only visible. Door is close which prevents robot from entering. No obstacles in path.""",A,B,83,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:10:49.452Z,,,,42,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000428.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000429.jpg,"""The robot and two other people are in a lift with the door closed. The robot is waiting to alight first. There is a man to the left and a person to the right with just feet showing, this is the user""","""Robot and user are inside the elevator cabin. Compared to previous frames (approach and entry), the team has entered and the doors are now closed — elevator appears to be in motion (riding). No floor or call buttons are being pressed in this frame. There are other people in the small cabin and the robot's wiring and position near passengers' feet create a potential trip/pinch hazard in the confined space.""",B,A,51,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:11:00.579Z,,,,47,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000033.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000034.jpg,"""Robot and guide-user are positioned directly in front of a closed set of doors with the elevator call panel visible on the right wall. The operator's arm/hand is raised toward the door area (appears to be locating/attempting the call button). Doors remain closed and elevator has not arrived yet. Another person stands to the left; area is clear and no immediate hazards are visible.""","""User's feet visible in left of frame. The dog is close to the door.""",A,A,54,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:11:09.060Z,,,,43,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000434.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000435.jpg,"""User and robot are inside the elevator. The user is holding a handheld controller and appears to be interacting with controls (selecting/pressing a floor). Elevator doors are closed; other people are standing in the car near the robot. This follows earlier frames where the user approached and entered the elevator — now in the floor selection phase. Potential minor safety concerns: cramped space and exposed robot wiring/legs that could trip or be bumped by nearby passengers.""","""The user appears to be beside the robotic dog. The task looks to be waiting at the elevator door, task appears to be completed. The robotic dog is stationery, scanning the environment. It does appear to be too close to the door which may be a saftey risk.""",A,A,31,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:11:23.538Z,,,,48,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000046.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000047.jpg,"""Robot is heading out of one room into another. The users hands can be seen controlling it.""","""The robot has moved forward to a doorway/threshold and is being guided by the user (user holding a handheld controller). No call or floor button interaction is visible, elevator doors are closed/not open, and the pair appear to be at the approach/threshold stage prior to calling or entering an elevator. Environment is clear and no immediate hazards or other people are present.""",B,A,81,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:11:26.743Z,,,,44,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000439.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000440.jpg,"""The user is behind the robot dog in the lift, only the hand and controller is visible. The robotic dog is stationery and appezars to be scanning the environment in a fixed position facing the door. No obstructions or hazards present. The task of reaching the door has been safely achieved.""","""Final frame shows the robot and multiple people standing inside the elevator with the doors closed. The user and robot are positioned inside the car; no button press is visible in this frame. Space is somewhat crowded and exposed wiring on the robot presents a minor safety concern. The interaction appears to be at the floor-selection stage (inside elevator preparing to select/confirm destination) and the full elevator journey is not yet complete.""",B,B,54,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:11:42.394Z,,,,45,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000477.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000478.jpg,"""Final frame shows the robot and people standing outside the elevator in the hallway. Comparing previous frames (inside elevator with people and a green-lit interior button) indicates the group rode the elevator, selected the floor, and have exited. Elevator appears at the floor with doors closed behind them. Small safety concerns: exposed wiring on the robot and close proximity of feet to robot/wheels could be a trip or pinch hazard. Other people are present nearby (social context). Overall the elevator journey appears complete and successful.""","""Robot moving forward in room. Users feet in front oof robot. Obstructing the robots path.""",A,B,41,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:11:53.278Z,,,,46,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000509.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000510.jpg,"""The handler is stationery on the left hand side of the robotic dog. The task appears to be approach the elevator. The robotic dog appears to be stationery scanning the environment. The path is clear of hazards and obstruction. Task not completed.""","""Team and robot are positioned just outside the elevator doors. The elevator is at the floor with doors closed; no call or floor buttons are being pressed. The robot and people appear to have moved from the elevator interior in earlier frames to the exterior/hallway; operators are adjusting equipment (laptop/controls) beside the robot. No entry, button interaction, or riding phase is active — the interaction is at the approach/preparation stage. Note: cables and equipment on the floor present a minor tripping hazard and multiple people nearby introduce a social/space constraint.""",B,A,48,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:11:54.597Z,,,,49,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000071.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000072.jpg,"""Final frame shows the robot and the user well inside the target room / cabin area (taped rectangle visible on floor). Comparing to previous frames: the sequence shows approach to the wooden door, a button/interaction with a handheld controller, the door opening and the robot crossing the threshold, and now both robot and user are positioned inside the interior. No active button press is visible in this frame. Doors behind appear closed and the user is standing near the rear of the room indicating the journey has reached its end. Environment is clear of other moving obstacles but the robot has exposed wiring and components that present a minor trip/hazard risk. At least one other person is present in the scene.""","""The robotic dog is positioned near a user who is seated and only the legs can be seen. The floor of the room is blue in color, and the walls are beige. The robotic dog faces a taped path on the floor, suggesting a guidance task, while the user remains stationary. The environment includes desks and chairs, and there's another person standing near the wall, indicating a controlled testing space with no visible hazards.""",A,B,70,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:12:01.707Z,,,,38,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000127.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000128.jpg,"""The handler appears to be on the left hand side with only their feet visable. The robotic dogs task appears to be walking towards the closed door. The dog appears to be scanning the environment, and the path is free from hazards and obstructions. The task appears to still be in progress.""","""User is pressing the elevator call button with assistance from the robot, which is positioned to guide and indicate the button location. Elevator doors are closed, indicating the user is in the calling phase of the elevator interaction.""",B,A,20,Neither are really that accurate; A has some accurate descriptions but also says the handler is on the left side instead of the right side. But overall A is more accurate.,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:12:07.526Z,,,,47,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000510.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000511.jpg,"""Robot is facing a elevator. User is crouched down on the left on a laptop. Another users feet and body by stair.""","""Robot and several people are positioned directly in front of closed elevator doors. The robot is stopped near the elevator; people are interacting with the robot (one crouched with a laptop). No one is pressing the call button and the doors remain closed. The team appears to be preparing or pausing before calling/entering. Visible cables and equipment on the floor present a minor trip/hazard risk and the people nearby could obstruct immediate access to the call panel.""",B,B,51,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:12:18.223Z,,,,48,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000511.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000512.jpg,"""Robot is positioned just outside the elevator with two people near the doors (one crouched working on a laptop). Elevator doors are closed (elevator appears to be idle at this floor). No call or floor buttons are being pressed; team appears to be configuring equipment. Cables on the floor and a person crouching near the threshold are minor safety/hazard concerns and are blocking immediate entry.""","""Robot dog is stationary and stood up. Male closest to the dog is working on a computer connected to the dog. Dog has camera attached to head that it pointed upwards. They are in a building lobby outside of a lift.""",A,A,49,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:12:21.176Z,,,,39,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000150.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000151.jpg,"""User and robot are approaching the elevator; user is gesturing toward the elevator while holding a gimbal, indicating initial positioning before calling the elevator.""","""The robotic dog is placed in a hallway facing a wooden door in the background. A person stands near the door, while another one is visible in the foreground, possibly interacting with or guiding the robot. The robotic dog appears aligned with the path and equipped with sensors for navigation; no obstacles are in the present environment.""",A,B,58,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
2025-11-17T04:12:23.931Z,,,,50,53,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000082.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000083.jpg,"""Robot is in the center of a room facing a person standing against the back wall. No elevator or call/floor panel is visible in this frame. The user is standing (appears ready) and the robot appears to be guiding/positioned in the environment, but no call button interaction, entry, or floor selection has occurred. Cables, tape on the floor and a dog lying under the table present minor safety/trip hazards. Task has not progressed into any elevator-specific phase.""","""The robot is in a room quite large but there are quite a few obstacles that could prove to be hazardous, There is a dog under a table to its right a swivel chair to the left and other bits on the floor in front of it by the wall. The handler is sttood in front of the robot but a distance away, he can easily guide the robot to the door in the corner to its right.""",A,B,70,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
2025-11-17T04:12:26.827Z,,,,49,55,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000511.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000512.jpg,"""Robot is positioned just outside the elevator with two people near the doors (one crouched working on a laptop). Elevator doors are closed (elevator appears to be idle at this floor). No call or floor buttons are being pressed; team appears to be configuring equipment. Cables on the floor and a person crouching near the threshold are minor safety/hazard concerns and are blocking immediate entry.""","""User is stationary  crouched down in center of the room. elevator is visible in front of robot wit a door to the left of robot. The elevator door is clearly visible with no visible obstructions, no hazards are present. the robot seem to be proceeding to the elevator door.""",A,A,51,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
